#Identifiant;Libellé_du_site;Caractéristique_du_site;Adresse;Complément_d_adresse;Lieu_dit;Code_postal;Localité;Pays;latitude;longitude;Précision_du_géocodage;Numéro_de_téléphone;Changeur_de_monnaie;Distributeur_de_billets;Distributeur_de_timbres;Photocopie;Distributeur_Prêt_à_Poster;Affranchissement_Libre_Service;Bornes_de_rechargement_MONEO;Accessibilité_Absence_de_ressaut_de_plus_de_2_cm_de_haut;Accessibilité_Automate_d_affranchissement_avec_prise_audio;Accessibilité_Boucle_magnétique_en_état_de_fonctionnement;Accessibilité_Distributeur_de_billets_avec_prise_audio;Accessibilité_Entrée_autonome_en_fauteuil_roulant_possible;Accessibilité_Pas_d_escalier_ou_bandes_de_vigilance_présentes;Accessibilité_Présence_d_un_panneau_prioritaire
13687A;JUIGNE SUR SARTHE AP;Agence postale commnunale;RUE HAUTE; ; ;72300;JUIGNE SUR SARTHE;FRANCE;47.8613;-0.286782;Géocodé au milieu de la rue;0243953600;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
13688A;JUPILLES AP;Agence postale commnunale;PLACE BAIARDI; ; ;72500;JUPILLES;FRANCE;47.7912;0.413386;Géocodé au centre de la commune;0243465395;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
13689A;LA FLECHE;Bureau de poste;6 BOULEVARD DE MONTREAL; ; ;72200;LA FLECHE;FRANCE;47.6976;-0.073959;Géocodé au numéro;3631;Oui;Oui;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
13690A;LAMNAY AP;Agence postale commnunale;33  RUE PRINCIPALE;;;72320;LAMNAY;FRANCE;48.1187;0.701955;Géocodé au milieu de la rue;0243939363;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
13690B;CHAMPIER RPC AP;Agence postale commnunale;920 ROUTE DES ALPES;TABAC SUPERETTE CHAMPIEROISE;;38260;CHAMPIER;FRANCE;45.4514;5.29069;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13691A;LAVARE AP;Agence postale commnunale;1 PLACE DE L EGLISE; ; ;72390;LAVARE;FRANCE;48.0541;0.645025;Géocodé au milieu de la rue;0243600966;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
13691B;VILLAGE OLYMPIQUE RPU AP;Agence postale commnunale;3 PLACE LIONEL TERRAY;TABAC DU VILLAGE OLYMPIQUE;;38100;GRENOBLE;FRANCE;45.1631;5.72557;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13692A;LHOMME AP;Relais poste commerçant;2 RUE DU VAL DE LOIR;MLLE CATHY POIRIER;;72340;LHOMME;FRANCE;47.7449;0.557889;Géocodé au centre de la commune;0243444346;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
13693A;LOMBRON AP;Agence postale commnunale;18 RUE DE TORCE;;;72450;LOMBRON;FRANCE;;;Non renseigné;0243818475;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
13694A;LOUE;Bureau de poste;4 RUE GAUTIER;;;72540;LOUE;FRANCE;47.9956;-0.151648;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non
13695A;LOUPLANDE AP;Agence postale commnunale;17 ROUTE DU MANS; ; ;72210;LOUPLANDE;FRANCE;47.9443;0.046088;Géocodé au milieu de la rue;0243881605;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
13696A;LE LUART AP;Relais poste commerçant;1 RUE DES BAINS;MME LYDIA ORY PRESSE TABAC; ;72390;LE LUART;FRANCE;48.0695;0.584786;Géocodé au centre de la commune;0243934475;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
13697A;LUCHE PRINGE AP;Agence postale commnunale;1 RUE DE LA POSTE; ; ;72800;LUCHE PRINGE;FRANCE;47.7028;0.074862;Géocodé au milieu de la rue;0243944206;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
13698A;LE LUDE;Bureau de poste;18 PLACE DU CHAMP DE FOIRE;;;72800;LE LUDE;FRANCE;47.6435;0.156261;Géocodé au milieu de la rue;3631;Oui;Non;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non
13699A;MALICORNE SUR SARTHE BP;Bureau de poste;13 PLACE DE LA REPUBLIQUE;;;72270;MALICORNE SUR SARTHE;FRANCE;47.8136;-0.085535;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non
13700A;MAMERS;Bureau de poste;2 B RUE FREDERIC DALLIER;;;72600;MAMERS;FRANCE;48.3486;0.369269;Géocodé au milieu de la rue;3631;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Oui
13701A;LE MANS GARE;Bureau de poste;14 RUE DU PERE MERSENNE; ; ;72000;LE MANS;FRANCE;47.9984;0.194036;Géocodé au numéro;3631;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Oui
13702A;MANSIGNE BP;Bureau de poste;RUE DE LA POSTE; ; ;72510;MANSIGNE;FRANCE;47.7461;0.134524;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non
13703A;MARCON AP;Agence postale commnunale;1 RUE DU PORT GAUTIER; ; ;72340;MARCON;FRANCE;47.7111;0.510715;Géocodé au centre de la commune;0243799030;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
13704A;MARIGNE LAILLE AP;Agence postale commnunale;RUE DU BAS BOURG;MAIRIE; ;72220;MARIGNE LAILLE;FRANCE;47.8195;0.340562;Géocodé au centre de la commune;0243423699;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
13705A;MAROLLES LES BRAULTS;Bureau de poste;4 B RUE DU GENERAL DE GAULLE;;;72260;MAROLLES LES BRAULTS;FRANCE;48.2519;0.310443;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non
13706A;MAYET BP;Bureau de poste;2 PLACE DE L HOTEL DE VILLE; ; ;72360;MAYET;FRANCE;47.7596;0.275025;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non
13707A;MEZERAY AP;Agence postale commnunale;2 RUE DE LA PAIX; ; ;72270;MEZERAY;FRANCE;47.824;-0.020998;Géocodé au milieu de la rue;0243451593;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
13708A;MEZIERES SUR PONTHOUIN AP;Agence postale commnunale; ; ; ;72290;MEZIERES SUR PONTHOUIN;FRANCE;48.1929;0.298406;Géocodé au centre de la commune;0243974500;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
13709A;LA MILESSE BP;Bureau de poste;1 RUE DES JONQUILLES; ; ;72650;LA MILESSE;FRANCE;48.063909;0.136605;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non
13710A;MONCE EN BELIN AP;Agence postale commnunale;PLACE DE L EGLISE; ; ;72230;MONCE EN BELIN;FRANCE;47.8926;0.197911;Géocodé au centre de la commune;0243420100;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
13711A;MONCE EN SAOSNOIS AP;Agence postale commnunale;LIEU DIT LE BOURG; ; ;72260;MONCE EN SAOSNOIS;FRANCE;48.275;0.388587;Géocodé au centre de la commune;0243974700;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
